1457,1373,1320,1188,1005,17,16,256,257,258,259,260,261
1432,1366
1458,1376,1317,1182,1154,18,1156,262,263,264,265,266,267,268,269,270,271
1448,1375,1333,1199,1035,102,272,273,274,275,276,277,278
1447,1372,1332,1191,1008,103,282,279,280,281
1459,1377,1334,1186,1016,21,20,283,284,285,286,287,288
1449,1369,1319,1183,1004,22,23,289,290,291,292,293,294
1460,1398,1318,1173,1023,24,25,295,296,297,304,298,299,300,301,302,303
1435,1386,1304,1159,939,1,2,105,106,107,109,108,110,111,112,113,114,115,116,117
1438,1387,1305,1160,940,3,4,142,143,144,145,146,147,148,149,150,207,208,209,210
1439,1388,1306,1161,941,6,5,151,152,153,154,155,215,216,217,218,219,220,221,222
1440,1389,1307,1162,942,8,7,227,240,241,242,243,244,245,246,247,248,249,250,251
1442,1385,1308,1163,938,67,66,872,871,873,874,875,876,877,878,879,880,881,882,883
1443,1391,1309,1164,937,60,889,890,891,892,893,894,895,896,897,900,898,899
1444,1392,1310,1165,936,62,61,901,902,903,904,905,906,907,908,909,910,911
1445,1393,1311,1166,935,64,63,912,913,914,915,916,917,918,919,920,921,922
1433,1364,1220,1155,931,37,305,306,307,308,309
1461,1394,1315,1171,1017,39,40,311,319,312,313,314,315,316,317,318,320
1462,1395,1316,1172,1007,45,46,321,322,323,324,325,326,327,328,329,330,331,332,333
1463,1408,1342,1200,1029,48,47,367,368,369,370,371,372
1455,1380,1335,1201,1010,104,373,374,375,376,377,378
1464,1409,1356,1210,1034,96,382,383,384,385,386,387,388
1465,1396,1347,1197,1026,41,42,389,390,391,392,393,394,395,396,397,398,399,400,401
1429,1360,1217,1149,923,51,52,380,381
1430,1361,1218,1151,925
1466,1399,1336,1179,1020,50
1431,1363,1221,1152,930,54,53,408,409,410,411
1450,1370,1328,1180,1015,56,55,413,414,415,416,417,418
1467,1406,1343,1185,1022,58,57,419,420,421,422,423,424,425,426,427,428
1446,1379,1330,1192,1009,924,429,430,431,432,433,434,435
1451,1381,1321,1181,926,12,13,436,437,438,439
1452,1404,1337,1202,1025,99
1453,1371
1468,1397,1329,1196,1027,44,43,441,442,443,444,445,446,447,448,449,450,451,452,453
1487,1410,1341,1203,1028,75,74
1427,1362,1219,1153,929,93,92,457,458,459,460
1456,1374,1322,1184,1006,71,70
1123,1124
1469,1413,1348,1198,1038,73,72,462,463,464,465,466,467,468,469
1454,1378,1331,1190,1003,95,470,471,472,473,474,475,476
1470,1425,1323,1187,1021,98,239
